_MeanReward,Steps,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,PolicyLoss,PolicyEntropy,KL,Beta,_lr_multiplier,ValFuncLoss,ExplainedVarNew,ExplainedVarOld
-305.3124026419196,5000,0.046072456820709935,-1.2656151636658342,1.2674082710136914,0.06794066574873592,0.0054380414,-2.709588,2.699398,0.41680574,-9.947598300641403e-17,-3.76236348037793,3.642972133987875,0.9999860323032761,-0.23609609760318445,-0.5573976714786167,0.05154718258388684,0.017148596493922745,5,-0.012035408,5.5363026,0.008594034,1.5,1.0,0.0069081916024944685,0.5973757273640277,-0.795349172746985
-262.10092092061575,5000,0.02765206830490945,-1.2676382755017503,1.181565344350522,0.07200416876328013,-0.03672724,-3.2513921,2.5961723,0.41568628,2.2737367544323207e-17,-3.8165156064138475,3.46741623355942,0.9999629007232892,-0.21454634177837897,-0.5012887196929919,0.09882525078411036,0.012857296375861568,10,-0.008071879,5.536191,0.0059681064,1.5,1.0,0.010326173454205254,0.1974042506156377,-0.14164167674664818
-319.899143048798,5000,0.023374837320911945,-1.2000387693906933,1.2590836917429011,0.07639906520778066,-0.05460755,-2.793181,2.6044085,0.43169746,-1.1368683772161604e-17,-3.157739237569427,3.6585485856819457,0.9999637076614752,-0.27036675422308615,-0.5815180089838519,0.07016448893815057,0.018275270135634476,15,-0.009998904,5.5127373,0.006663001,2.25,1.0,0.012617084038148978,0.37136980984030943,0.11699584612758085
-316.0325483278851,5000,0.027408403209767833,-1.2128584224344203,1.2374466980104926,0.07569721709451543,-0.036355074,-2.6396208,2.6046727,0.4239188,1.1368683772161604e-17,-3.4810582641217187,3.477189401906123,0.9999686975251055,-0.2351492794846286,-0.6654027914538787,0.11539820154671207,0.022704115856403854,20,-0.0068511097,5.501377,0.0035791516,2.25,1.0,0.010875779952887694,0.5332715203925569,0.3335098723099711
-288.3717759653148,5000,0.02325127707543856,-1.2881566328256284,1.2138323350724325,0.07982334942208541,-0.067891344,-2.5092833,2.5519438,0.43130144,-4.5474735088646414e-17,-4.319529322365829,4.3940787167541355,0.9999674968904632,-0.23676194091062416,-0.5048887383961621,0.05416036297050765,0.015442644541671368,25,-0.008338462,5.500496,0.004434532,2.25,1.0,0.010080619400073073,0.3496374256789825,0.12087700677451563
-337.90808529009934,5000,0.0154619104736655,-1.3343389936284111,1.374467608750629,0.08485874730201186,-0.08379439,-2.7782755,2.5084624,0.44143775,0.0,-5.240297656186356,4.455230371513127,0.9999614684689548,-0.2663584442917583,-0.5959609592294424,0.005082654654305631,0.01078502170953105,30,-0.0072013587,5.4944143,0.0035078393,2.25,1.0,0.004563080496984112,0.5775268767220508,0.0507309529927511
-298.5378063881369,5000,0.021109559731780997,-1.335533411390874,1.690779630390989,0.08469008877538636,-0.0964826,-3.0352812,2.6059074,0.4446832,1.1368683772161604e-17,-5.403163179053391,3.4151157592436454,0.9999571367195716,-0.2531507826663159,-0.6759463168158729,0.0017462576626881396,0.014200827085331111,35,-0.0060243085,5.4683523,0.0027198005,2.25,1.0,0.007900184894313949,0.4516018566897929,0.43003874730701885
-270.38268634890073,5000,0.026667745645468657,-1.350890022977674,1.3698569835632262,0.08084335559680193,-0.09147735,-3.034536,2.5703115,0.42803755,3.4106051316484806e-17,-3.5468719368956725,4.819878059977096,0.9999501135932456,-0.22674091533952337,-0.4450061888235509,0.09918725267619709,0.010549178900885735,40,-0.00750167,5.4539604,0.0036824483,2.25,1.0,0.006479946739413516,0.40594828847815734,0.3163907914453503
-247.87307392582548,5000,0.029886773232251522,-1.4033271337068036,1.4899162581279293,0.08036203570753574,-0.0773957,-2.663995,2.8047097,0.4281511,2.2737367544323207e-17,-5.081416629133342,4.2803604631654375,0.999947397207205,-0.19679733571002206,-0.4334704248197957,0.12802307300386986,0.00986533310481774,45,-0.0078681335,5.427446,0.0036010933,2.25,1.0,0.00373232444408348,0.6475014831277509,0.5288554260086794
-205.13619348271294,5000,0.034105785358913884,-1.2743193190453352,1.6095049268123252,0.0797200822039677,-0.060482755,-2.5541568,2.5970757,0.42198482,2.2737367544323207e-17,-4.533762100936089,3.81176411120605,0.9999576072754753,-0.1673482695993427,-0.4588883746327488,0.08193771628081707,0.007976638528079344,50,-0.0073881224,5.411851,0.0036537074,2.25,1.0,0.0072001527539368735,0.14385248194363232,-0.18716123945204655
